file,ciudad,nombre,antes,despues,modo,problemas
europa_central.csv,Praga,Reloj Astronómico (Orloj),"Reloj Astronómico (Orloj), Prague, Czechia","Orloj, Praha, Czechia",mecanico,
europa_central.csv,Praga,Plaza de la Ciudad Vieja (Staroměstské náměstí),"Plaza de la Ciudad Vieja (Staroměstské náměstí), Prague, Czechia","Staroměstské náměstí, Praha, Czechia",mecanico,
europa_central.csv,Praga,Muro de John Lennon,"Muro de John Lennon, Prague, Czechia","Muro de John Lennon, Praha, Czechia",mecanico,
europa_central.csv,Praga,Colina Petřín,"Colina Petřín, Prague, Czechia","Colina Petřín, Praha, Czechia",mecanico,
europa_central.csv,Praga,Malá Strana (Ciudad Pequeña),"Malá Strana, Prague","Malá Strana, Praha, Czechia",mecanico,
europa_central.csv,Praga,Vinohrady,"Vinohrady, Prague, Czechia","Vinohrady, Praha, Czechia",mecanico,
europa_central.csv,Praga,Žižkov,"Žižkov, Prague, Czechia","Žižkov, Praha, Czechia",mecanico,
europa_central.csv,Praga,Vyšehrad,"Vyšehrad, Prague, Czechia","Vyšehrad, Praha, Czechia",mecanico,
europa_central.csv,Praga,Karlín,"Karlín, Prague, Czechia","Karlín, Praha, Czechia",mecanico,
europa_central.csv,Praga,Holešovice,"Holešovice, Prague, Czechia","Holešovice, Praha, Czechia",mecanico,
europa_central.csv,Praga,Lokál,"Lokál, Prague, Czechia","Lokál, Praha, Czechia",mecanico,
europa_central.csv,Praga,Prague Beer Museum,"Prague Beer Museum, Prague","Prague Beer Museum, Praha, Czechia",mecanico,
europa_central.csv,Praga,U Fleků,"U Fleků, Prague, Czechia","U Fleků, Praha, Czechia",mecanico,
europa_central.csv,Praga,Zly Casy,"Zly Casy, Prague, Czechia","Zly Casy, Praha, Czechia",mecanico,
europa_central.csv,Praga,Letenský zámeček,"Letenský zámeček, Prague, Czechia","Letenský zámeček, Praha, Czechia",mecanico,
europa_central.csv,Praga,Riegrovy Sady beer garden (Vinohrady),"Riegrovy Sady beer garden (Vinohrady), Prague, Czechia","Riegrovy Sady beer garden, Praha, Czechia",mecanico,
europa_central.csv,Cracovia,Plaza del Mercado (Rynek Główny),"Plaza del Mercado (Rynek Główny), Kraków, Poland","Rynek Główny, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Castillo Wawel,"Castillo Wawel, Kraków, Poland","Castillo Wawel, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Mina de Sal de Wieliczka,"Mina de Sal de Wieliczka, Kraków, Poland","Mina de Sal de Wieliczka, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Auschwitz-Birkenau,"Auschwitz-Birkenau, Kraków, Poland","Auschwitz-Birkenau, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Fábrica de Schindler (Muzeum Krakowa),"Fábrica de Schindler (Muzeum Krakowa), Kraków, Poland","Muzeum Krakowa, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Plac Nowy,"Plac Nowy, Kraków, Poland","Plac Nowy, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Fábrica de Schindler,"Fábrica de Schindler, Kraków, Poland","Fábrica de Schindler, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Apoteka Pod Orlem (Farmacia del Águila),"Apoteka Pod Orlem (Farmacia del Águila), Kraków, Poland","Apoteka Pod Orlem, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Plac Centralny,"Plac Centralny, Kraków, Poland","Plac Centralny, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Arka Pana (Iglesia del Arca),"Arka Pana (Iglesia del Arca), Kraków, Poland","Arka Pana, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Bar Mleczny Centralny,"Bar Mleczny Centralny, Kraków","Bar Mleczny Centralny, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Planty,"Planty, Kraków, Poland","Planty, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Kościół Mariacki (Basílica de Santa María),"Kościół Mariacki (Basílica de Santa María), Kraków, Poland","Kościół Mariacki, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Floriańska Gate y Barbican,"Floriańska Gate y Barbican, Kraków, Poland","Floriańska Gate y Barbican, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Zakrzówek,"Zakrzówek, Kraków, Poland","Zakrzówek, Kraków, Poland",mecanico,
europa_central.csv,Budapest,Parlamento (Országház),"Hungarian Parliament Building, Budapest","Hungarian Parliament Building, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Andrássy Út,"Andrássy Avenue, Budapest","Andrássy Avenue, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Zapatos en el Danubio (Cipők a Duna-parton),"Shoes on the Danube Bank, Budapest","Shoes on the Danube Bank, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Casa del Terror (Terror Háza),"House of Terror, Budapest","House of Terror, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Bastión de los Pescadores (Halászbástya),"Fisherman's Bastion, Budapest","Fisherman's Bastion, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Castillo de Buda (Budavári Palota),"Buda Castle, Budapest","Buda Castle, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Colina Gellért (Gellért-hegy),"Gellért Hill, Budapest","Gellért Hill, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Margit-sziget (Isla Margarita),"Margaret Island, Budapest","Margaret Island, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Szimpla Kert,"Szimpla Kert, Budapest","Szimpla Kert, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Instant-Fogas,"Instant-Fogas, Budapest","Instant-Fogas, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Mazel Tov,"Mazel Tov, Budapest, Hungary","Mazel Tov, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Ellátó Kert,"Ellátó Kert, Budapest, Hungary","Ellátó Kert, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Anker't,"Anker't, Budapest, Hungary","Anker't, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Gólya (Corvin köz),"Gólya (Corvin köz), Budapest, Hungary","Gólya, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Auróra,"Auróra, Budapest, Hungary","Auróra, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Memento Park (Szoborpark),"Memento Park (Szoborpark), Budapest, Hungary","Memento Park, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Óbuda,"Óbuda, Budapest","Óbuda, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Kertész utca y Dob utca,"Kertész utca y Dob utca, Budapest, Hungary","Kertész utca y Dob utca, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Kazinczy utca (no confundir con Kazimierz),"Kazinczy utca (no confundir con Kazimierz), Budapest, Hungary","Kazinczy utca, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Corvin Mozi (Cine Corvin),"Corvin Mozi (Cine Corvin), Budapest, Hungary","Corvin Mozi, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Széchenyi,"Széchenyi Thermal Bath, Budapest","Széchenyi Thermal Bath, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Rudas,"Rudas Baths, Budapest","Rudas Baths, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Lukács,"Lukács Baths, Budapest","Lukács Baths, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Dandár,"Dandár Baths, Budapest","Dandár Baths, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Király,"Király Baths, Budapest","Király Baths, Budapest, Hungary",mecanico,
europa_central.csv,Friburgo,Campus Universidad,"Universität Freiburg, Kollegiengebäude","Universität Freiburg, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Kunsthalle Freiburg,Kunsthalle Freiburg,"Kunsthalle Freiburg, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Friburgo,Simonswälder Tal,"Simonswald, Schwarzwald","Simonswald, Freiburg im Breisgau, Germany",mecanico,
europa_central.csv,Interlaken,Berna,"Bern, Switzerland","Bern, Interlaken, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Staubbach Falls,"Staubbach Falls, Lauterbrunnen","Staubbach Falls, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lauterbrunnen,Birg (Thrill Walk),"Birg, Schilthorn","Birg, Lauterbrunnen, Switzerland",mecanico,
europa_central.csv,Lucerna,Altstadt de Lucerna,"Altstadt, Luzern","Altstadt, Luzern, Switzerland",mecanico,
europa_central.csv,Lucerna,Lion Monument,"Löwendenkmal, Luzern","Löwendenkmal, Luzern, Switzerland",mecanico,
europa_central.csv,Lucerna,Paseo del lago,"Vierwaldstättersee, Luzern","Vierwaldstättersee, Luzern, Switzerland",mecanico,
europa_central.csv,Lucerna,Monte Pilatus,"Mount Pilatus, Luzern","Mount Pilatus, Luzern, Switzerland",mecanico,
europa_central.csv,Innsbruck,Catedral de Santiago (Dom zu St. Jakob),"Dom zu St. Jakob, Innsbruck","Dom zu St. Jakob, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Arco del Triunfo (Triumphpforte),"Triumphpforte, Innsbruck","Triumphpforte, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Hofkirche (Iglesia de la Corte),"Hofkirche (Iglesia de la Corte), Innsbruck, Austria","Hofkirche, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Mariahilfstrasse,"Mariahilfstrasse, Innsbruck, Austria","Mariahilfstrasse, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Wiltener Basilika,"Wiltener Basilika, Innsbruck, Austria","Wiltener Basilika, Innsbruck, Austria",mecanico,
europa_central.csv,Innsbruck,Tiroler Volkskunstmuseum,"Tiroler Volkskunstmuseum, Innsbruck","Tiroler Volkskunstmuseum, Innsbruck, Austria",mecanico,
europa_central.csv,Viena,Catedral San Esteban (Stephansdom),"St. Stephen's Cathedral, Vienna","St. Stephen's Cathedral, Wien, Austria",mecanico,
europa_central.csv,Viena,Prater verde (Hauptallee),"Hauptallee, Prater, Vienna","Hauptallee, Wien, Austria",mecanico,
europa_central.csv,Viena,MUMOK (MuseumsQuartier),"MUMOK, Vienna","MUMOK, Wien, Austria",mecanico,
europa_central.csv,Praga,Barrio Judío (Josefov),"Josefov, Prague","Josefov, Praha, Czechia",mecanico,
europa_central.csv,Praga,Letná (Letenské sady),"Letenské sady, Prague","Letenské sady, Praha, Czechia",mecanico,
europa_central.csv,Cracovia,Barrio Judío (Kazimierz),"Kazimierz, Kraków","Kazimierz, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Sinagoga Vieja (Stara Synagoga),"Old Synagogue, Kraków","Old Synagogue, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Sinagoga Remuh y Cementerio Remuh,"Remuh Synagogue, Kraków","Remuh Synagogue, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Ulica Szeroka,"Ulica Szeroka, Kraków, Poland","Ulica Szeroka, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Plaza de los Héroes del Gueto (Plac Bohaterów Getta),"Plac Bohaterów Getta, Kraków","Plac Bohaterów Getta, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Avenida Solidarności,"Avenida Solidarności, Kraków, Poland","Avenida Solidarności, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,Barrio Universitario (Collegium Maius),"Collegium Maius, Kraków","Collegium Maius, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,"Galería de Arte Polaco del s. XIX (Sukiennice, planta alta)","Sukiennice, Kraków","Sukiennice, Kraków, Poland",mecanico,
europa_central.csv,Cracovia,MOCAK,"MOCAK, Kraków, Poland","MOCAK, Kraków, Poland",mecanico,
europa_central.csv,Budapest,Basílica de San Esteban (Szent István-bazilika),"St. Stephen's Basilica, Budapest","St. Stephen's Basilica, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Gran Sinagoga (Dohány utcai zsinagóga),"Dohány Street Synagogue, Budapest","Dohány Street Synagogue, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Mercado Central (Nagy Vásárcsarnok),"Central Market Hall, Budapest","Central Market Hall, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Plaza de los Héroes (Hősök tere),"Heroes' Square, Budapest","Heroes' Square, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Iglesia de Matías (Mátyás-templom),"Matthias Church, Budapest","Matthias Church, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Puente de las Cadenas (Széchenyi Lánchíd),"Széchenyi Chain Bridge, Budapest","Széchenyi Chain Bridge, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Puente de la Libertad (Szabadság híd),"Liberty Bridge, Budapest","Liberty Bridge, Budapest, Hungary",mecanico,
europa_central.csv,Budapest,Ruinas del Anfiteatro Romano (Aquincum),"Aquincum, Budapest","Aquincum, Budapest, Hungary",mecanico,
europa_del_sur.csv,Lisboa,Mosteiro dos Jerónimos,"Mosteiro dos Jerónimos, Lisboa","Mosteiro dos Jerónimos, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Torre de Belém,"Torre de Belém, Lisboa","Torre de Belém, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Padrão dos Descobrimentos,"Padrão dos Descobrimentos, Lisboa","Padrão dos Descobrimentos, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Castelo de São Jorge,"Castelo de São Jorge, Lisboa","Castelo de São Jorge, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Arco da Rua Augusta,"Arco da Rua Augusta, Lisboa","Arco da Rua Augusta, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Convento do Carmo,"Convento do Carmo, Lisboa","Convento do Carmo, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Igreja de São Roque,"Igreja de São Roque, Lisboa","Igreja de São Roque, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Sé de Lisboa,Sé de Lisboa,"Sé de Lisboa, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Miradouro da Graça,"Miradouro da Graça, Lisboa","Miradouro da Graça, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Miradouro das Portas do Sol,"Miradouro das Portas do Sol, Lisboa","Miradouro das Portas do Sol, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Miradouro de Santa Luzia,"Miradouro de Santa Luzia, Lisboa","Miradouro de Santa Luzia, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Miradouro de Santa Catarina,"Miradouro de Santa Catarina, Lisboa","Miradouro de Santa Catarina, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Miradouro Parque Eduardo VII,"Parque Eduardo VII, Lisboa","Parque Eduardo VII, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Elevador de Santa Justa,"Elevador de Santa Justa, Lisboa","Elevador de Santa Justa, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,MAAT,"MAAT, Lisboa","MAAT, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Fundação Calouste Gulbenkian,"Fundação Calouste Gulbenkian, Lisboa","Fundação Calouste Gulbenkian, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Museu Nacional do Azulejo,"Museu Nacional do Azulejo, Lisboa","Museu Nacional do Azulejo, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Museu Nacional de Arte Antiga,"Museu Nacional de Arte Antiga, Lisboa","Museu Nacional de Arte Antiga, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Museu dos Coches,"Museu Nacional dos Coches, Lisboa","Museu Nacional dos Coches, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Museu do Fado,"Museu do Fado, Lisboa","Museu do Fado, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Museu Nacional de Arqueologia,"Museu Nacional de Arqueologia, Lisboa","Museu Nacional de Arqueologia, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Alfama,"Alfama, Lisboa","Alfama, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Baixa / Chiado,"Chiado, Lisboa","Chiado, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Mouraria,"Mouraria, Lisboa","Mouraria, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Bairro Alto,"Bairro Alto, Lisboa","Bairro Alto, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Príncipe Real,"Príncipe Real, Lisboa","Príncipe Real, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Belém,"Belém, Lisboa","Belém, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Cais do Sodré,"Cais do Sodré, Lisboa","Cais do Sodré, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Campo de Ourique,"Campo de Ourique, Lisboa","Campo de Ourique, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,LX Factory,"LX Factory, Lisboa","LX Factory, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Elevador da Bica,"Elevador da Bica, Lisboa","Elevador da Bica, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Elevador da Glória,"Elevador da Glória, Lisboa","Elevador da Glória, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Sintra,"Sintra, Portugal","Sintra, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Cascais,"Cascais, Portugal","Cascais, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Óbidos,"Óbidos, Portugal","Óbidos, Lisboa, Portugal",mecanico,
europa_del_sur.csv,Porto,Estação de São Bento,"Estação de São Bento, Porto","Estação de São Bento, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Livraria Lello,"Livraria Lello, Porto","Livraria Lello, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Torre dos Clérigos,"Torre dos Clérigos, Porto","Torre dos Clérigos, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Palácio da Bolsa,"Palácio da Bolsa, Porto","Palácio da Bolsa, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Igreja de São Francisco,"Igreja de São Francisco, Porto","Igreja de São Francisco, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Sé do Porto,Sé do Porto,"Sé do Porto, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Ponte Dom Luís I,"Ponte Luís I, Porto","Ponte Luís I, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Alfândega do Porto,Alfândega do Porto,"Alfândega do Porto, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Igreja do Carmo,"Igreja do Carmo, Porto","Igreja do Carmo, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Sandeman,"Sandeman Cellars, Vila Nova de Gaia","Sandeman Cellars, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Graham's 1890 Lodge,"Graham's Port Lodge, Vila Nova de Gaia","Graham's Port Lodge, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Cais da Ribeira,"Cais da Ribeira, Porto","Cais da Ribeira, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Ribeira,"Ribeira, Porto","Ribeira, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Bonfim,"Bonfim, Porto","Bonfim, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Cedofeita,"Cedofeita, Porto","Cedofeita, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Foz do Douro,"Foz do Douro, Porto","Foz do Douro, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Matosinhos,"Matosinhos, Porto","Matosinhos, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Vila Nova de Gaia,Vila Nova de Gaia,"Vila Nova de Gaia, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Jardim das Virtudes,"Jardim das Virtudes, Porto","Jardim das Virtudes, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Jardins do Palácio de Cristal,"Jardins do Palácio de Cristal, Porto","Jardins do Palácio de Cristal, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Miradouro da Serra do Pilar,"Miradouro da Serra do Pilar, Gaia","Miradouro da Serra do Pilar, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Teleférico de Gaia,Teleférico de Gaia,"Teleférico de Gaia, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Jardim do Morro,"Jardim do Morro, Gaia","Jardim do Morro, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Museu Soares dos Reis,"Museu Nacional Soares dos Reis, Porto","Museu Nacional Soares dos Reis, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Serralves,"Museu de Arte Contemporânea de Serralves, Porto","Museu de Arte Contemporânea de Serralves, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,World of Wine (WOW),"World of Wine, Vila Nova de Gaia","World of Wine, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Casa da Música,"Casa da Música, Porto","Casa da Música, Porto, Portugal",mecanico,
europa_del_sur.csv,Porto,Museu do Carro Eléctrico,"Museu do Carro Eléctrico, Porto","Museu do Carro Eléctrico, Porto, Portugal",mecanico,
europa_del_sur.csv,Lisboa,Miradouro da Senhora do Monte,"Miradouro da Senhora do Monte, Lisboa","Miradouro da Senhora do Monte, Lisboa, Portugal",mecanico,
